FL_DATE,AIRLINE,AIRLINE_CODE,ORIGIN_CITY,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Delay_actual
6/3/2020,Southwest Airlines Co.,WN,"Ontario, CA","San Jose, CA",1900,2003.0,63.0,6.0,2009.0,2100.0,4.0,2015,2104.0,49.0,75.0,61.0,51.0,333,3.0,0.0,0.0,0.0,46.0,1
21/8/2022,Hawaiian Airlines Inc.,HA,"Honolulu, HI","Hilo, HI",1000,1039.0,39.0,12.0,1051.0,1126.0,6.0,1056,1132.0,36.0,56.0,53.0,35.0,216,36.0,0.0,0.0,0.0,0.0,1
28/8/2023,Southwest Airlines Co.,WN,"Denver, CO","Boise, ID",2150,2219.0,29.0,14.0,2233.0,2.0,5.0,2340,7.0,27.0,110.0,108.0,89.0,649,15.0,0.0,0.0,0.0,12.0,1
11/1/2020,Delta Air Lines Inc.,DL,"Atlanta, GA","San Jose, CA",1942,2026.0,44.0,15.0,2041.0,2232.0,4.0,2206,2236.0,30.0,324.0,310.0,291.0,2116,0.0,6.0,0.0,0.0,24.0,1
15/2/2022,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","San Diego, CA",1430,1441.0,11.0,18.0,1459.0,1558.0,3.0,1535,1601.0,26.0,185.0,200.0,179.0,1171,11.0,0.0,15.0,0.0,0.0,1
6/6/2019,Southwest Airlines Co.,WN,"Denver, CO","Columbus, OH",1745,1813.0,28.0,9.0,1822.0,2240.0,3.0,2225,2243.0,18.0,160.0,150.0,138.0,1154,1.0,0.0,0.0,0.0,17.0,1
4/5/2022,Hawaiian Airlines Inc.,HA,"Hilo, HI","Honolulu, HI",1436,1444.0,8.0,10.0,1454.0,1542.0,8.0,1530,1550.0,20.0,54.0,66.0,48.0,216,17.0,0.0,0.0,0.0,3.0,1
6/7/2019,Southwest Airlines Co.,WN,"Dallas, TX","St. Louis, MO",2130,2227.0,57.0,13.0,2240.0,2357.0,4.0,2310,1.0,51.0,100.0,94.0,77.0,546,0.0,0.0,0.0,0.0,51.0,1
8/12/2020,Spirit Air Lines,NK,"Denver, CO","Fort Lauderdale, FL",1250,1305.0,15.0,11.0,1316.0,1835.0,7.0,1822,1842.0,20.0,212.0,217.0,199.0,1703,15.0,0.0,5.0,0.0,0.0,1
11/7/2022,Frontier Airlines Inc.,F9,"Atlanta, GA","Dallas/Fort Worth, TX",1419,1458.0,39.0,21.0,1519.0,1603.0,16.0,1541,1619.0,38.0,142.0,141.0,104.0,731,0.0,0.0,27.0,0.0,11.0,1
10/4/2022,Southwest Airlines Co.,WN,"Nashville, TN","Pensacola, FL",2025,2059.0,34.0,9.0,2108.0,2204.0,3.0,2145,2207.0,22.0,80.0,68.0,56.0,391,2.0,0.0,0.0,0.0,20.0,1
3/9/2019,JetBlue Airways,B6,"Boston, MA","Tampa, FL",956,1049.0,53.0,13.0,1102.0,1350.0,6.0,1308,1356.0,48.0,192.0,187.0,168.0,1185,48.0,0.0,0.0,0.0,0.0,1
19/12/2021,Horizon Air,QX,"Spokane, WA","Seattle, WA",1205,1209.0,4.0,13.0,1222.0,1316.0,19.0,1318,1335.0,17.0,73.0,86.0,54.0,224,0.0,0.0,17.0,0.0,0.0,1
26/5/2021,American Airlines Inc.,AA,"Fort Myers, FL","Chicago, IL",1611,1641.0,30.0,17.0,1658.0,1845.0,19.0,1838,1904.0,26.0,207.0,203.0,167.0,1120,0.0,0.0,0.0,0.0,26.0,1
26/7/2023,Endeavor Air Inc.,9E,"New York, NY","Cleveland, OH",1329,1434.0,65.0,27.0,1501.0,1606.0,5.0,1518,1611.0,53.0,109.0,97.0,65.0,419,8.0,0.0,0.0,0.0,45.0,1
15/3/2023,Southwest Airlines Co.,WN,"Washington, DC","St. Louis, MO",1205,1231.0,26.0,21.0,1252.0,1338.0,3.0,1325,1341.0,16.0,140.0,130.0,106.0,719,9.0,0.0,0.0,0.0,7.0,1
5/12/2022,American Airlines Inc.,AA,"Orlando, FL","Austin, TX",1118,1116.0,-2.0,15.0,1131.0,1305.0,18.0,1308,1323.0,15.0,170.0,187.0,154.0,994,0.0,0.0,15.0,0.0,0.0,1
4/3/2020,Spirit Air Lines,NK,"Myrtle Beach, SC","Atlantic City, NJ",2155,2234.0,39.0,11.0,2245.0,2345.0,4.0,2317,2349.0,32.0,82.0,75.0,60.0,466,0.0,0.0,32.0,0.0,0.0,1
12/12/2022,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","Palm Springs, CA",1239,1302.0,23.0,20.0,1322.0,1418.0,5.0,1349,1423.0,34.0,190.0,201.0,176.0,1126,10.0,0.0,11.0,0.0,13.0,1
13/1/2023,Alaska Airlines Inc.,AS,"Seattle, WA","Burbank, CA",1210,1234.0,24.0,25.0,1259.0,1515.0,2.0,1438,1517.0,39.0,148.0,163.0,136.0,937,24.0,0.0,15.0,0.0,0.0,1
21/8/2022,Delta Air Lines Inc.,DL,"Boston, MA","Tampa, FL",720,805.0,45.0,18.0,823.0,1104.0,4.0,1030,1108.0,38.0,190.0,183.0,161.0,1185,38.0,0.0,0.0,0.0,0.0,1
16/5/2019,SkyWest Airlines Inc.,OO,"Chicago, IL","Birmingham, AL",1535,1602.0,27.0,32.0,1634.0,1826.0,4.0,1733,1830.0,57.0,118.0,148.0,112.0,583,0.0,0.0,30.0,0.0,27.0,1
28/8/2023,Allegiant Air,G4,"Fort Lauderdale, FL","Asheville, NC",1435,1504.0,29.0,38.0,1542.0,1716.0,5.0,1632,1721.0,49.0,117.0,137.0,94.0,661,0.0,17.0,20.0,0.0,12.0,1
21/2/2020,Southwest Airlines Co.,WN,"Nashville, TN","Los Angeles, CA",2005,2029.0,24.0,10.0,2039.0,2317.0,9.0,2300,2326.0,26.0,295.0,297.0,278.0,1797,1.0,0.0,2.0,0.0,23.0,1
30/12/2021,SkyWest Airlines Inc.,OO,"Tucson, AZ","Los Angeles, CA",1750,1744.0,-6.0,18.0,1802.0,1830.0,36.0,1835,1906.0,31.0,105.0,142.0,88.0,451,31.0,0.0,0.0,0.0,0.0,1
17/8/2022,Southwest Airlines Co.,WN,"San Jose, CA","Burbank, CA",845,919.0,34.0,8.0,927.0,1016.0,7.0,955,1023.0,28.0,70.0,64.0,49.0,296,28.0,0.0,0.0,0.0,0.0,1
6/3/2022,Allegiant Air,G4,"Cincinnati, OH","Sanford, FL",700,727.0,27.0,14.0,741.0,926.0,14.0,859,940.0,41.0,119.0,133.0,105.0,735,27.0,0.0,14.0,0.0,0.0,1
3/3/2019,Southwest Airlines Co.,WN,"Burbank, CA","San Francisco, CA",1930,1942.0,12.0,31.0,2013.0,2112.0,5.0,2055,2117.0,22.0,85.0,95.0,59.0,326,0.0,0.0,16.0,0.0,6.0,1
23/2/2021,Southwest Airlines Co.,WN,"St. Louis, MO","Los Angeles, CA",1535,1558.0,23.0,8.0,1606.0,1801.0,5.0,1745,1806.0,21.0,250.0,248.0,235.0,1592,21.0,0.0,0.0,0.0,0.0,1
28/3/2021,Southwest Airlines Co.,WN,"Atlanta, GA","Washington, DC",2100,2148.0,48.0,10.0,2158.0,2309.0,8.0,2240,2317.0,37.0,100.0,89.0,71.0,534,1.0,0.0,0.0,0.0,36.0,1
10/6/2019,Delta Air Lines Inc.,DL,"Minneapolis, MN","New York, NY",2015,2042.0,27.0,24.0,2106.0,54.0,18.0,12,112.0,60.0,177.0,210.0,168.0,1029,0.0,0.0,60.0,0.0,0.0,1
6/8/2023,SkyWest Airlines Inc.,OO,"Seattle, WA","Portland, OR",1135,1158.0,23.0,36.0,1234.0,1304.0,5.0,1239,1309.0,30.0,64.0,71.0,30.0,129,0.0,0.0,30.0,0.0,0.0,1
4/4/2023,American Airlines Inc.,AA,"New York, NY","Los Angeles, CA",1655,1657.0,2.0,33.0,1730.0,2028.0,7.0,2009,2035.0,26.0,374.0,398.0,358.0,2475,2.0,0.0,24.0,0.0,0.0,1
26/12/2021,United Air Lines Inc.,UA,"Newark, NJ","Las Vegas, NV",2000,2007.0,7.0,19.0,2026.0,2306.0,7.0,2252,2313.0,21.0,352.0,366.0,340.0,2227,7.0,0.0,14.0,0.0,0.0,1
10/6/2023,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","Oklahoma City, OK",715,746.0,31.0,25.0,811.0,844.0,9.0,820,853.0,33.0,65.0,67.0,33.0,175,31.0,0.0,2.0,0.0,0.0,1
23/3/2022,Delta Air Lines Inc.,DL,"Los Angeles, CA","Atlanta, GA",1730,1749.0,19.0,10.0,1759.0,48.0,5.0,34,53.0,19.0,244.0,244.0,229.0,1947,19.0,0.0,0.0,0.0,0.0,1
17/2/2023,Spirit Air Lines,NK,"Orlando, FL","Philadelphia, PA",1722,1809.0,47.0,24.0,1833.0,2025.0,13.0,1952,2038.0,46.0,150.0,149.0,112.0,861,0.0,0.0,46.0,0.0,0.0,1
7/3/2022,Envoy Air,MQ,"Washington, DC","Little Rock, AR",1822,1900.0,38.0,10.0,1910.0,2050.0,6.0,2015,2056.0,41.0,173.0,176.0,160.0,888,4.0,0.0,3.0,0.0,34.0,1
13/1/2023,Delta Air Lines Inc.,DL,"Miami, FL","Boston, MA",1145,1200.0,15.0,42.0,1242.0,1522.0,6.0,1455,1528.0,33.0,190.0,208.0,160.0,1258,14.0,0.0,18.0,0.0,1.0,1
21/9/2021,PSA Airlines Inc.,OH,"Charlotte, NC","Washington, DC",1149,1140.0,-9.0,50.0,1230.0,1329.0,6.0,1319,1335.0,16.0,90.0,115.0,59.0,322,0.0,0.0,16.0,0.0,0.0,1
16/2/2019,Frontier Airlines Inc.,F9,"Orlando, FL","Buffalo, NY",1338,1428.0,50.0,15.0,1443.0,1710.0,7.0,1622,1717.0,55.0,164.0,169.0,147.0,1011,50.0,0.0,5.0,0.0,0.0,1
18/1/2019,Delta Air Lines Inc.,DL,"Boston, MA","Austin, TX",1959,2046.0,47.0,16.0,2102.0,21.0,4.0,2344,25.0,41.0,285.0,279.0,259.0,1698,20.0,0.0,0.0,0.0,21.0,1
25/3/2019,American Airlines Inc.,AA,"Charlotte, NC","Charleston, SC",2240,2325.0,45.0,23.0,2348.0,29.0,10.0,2339,39.0,60.0,59.0,74.0,41.0,168,8.0,0.0,15.0,0.0,37.0,1
2/1/2023,PSA Airlines Inc.,OH,"Minneapolis, MN","Philadelphia, PA",1620,1625.0,5.0,62.0,1727.0,2024.0,6.0,1947,2030.0,43.0,147.0,185.0,117.0,980,1.0,0.0,38.0,0.0,4.0,1
3/8/2023,Southwest Airlines Co.,WN,"Las Vegas, NV","Salt Lake City, UT",1320,1348.0,28.0,25.0,1413.0,1605.0,5.0,1545,1610.0,25.0,85.0,82.0,52.0,368,0.0,0.0,0.0,0.0,25.0,1
3/4/2022,Southwest Airlines Co.,WN,"Los Angeles, CA","Las Vegas, NV",2010,2045.0,35.0,14.0,2059.0,2143.0,30.0,2120,2213.0,53.0,70.0,88.0,44.0,236,10.0,0.0,18.0,0.0,25.0,1
23/7/2022,Southwest Airlines Co.,WN,"Tucson, AZ","Las Vegas, NV",1615,1644.0,29.0,15.0,1659.0,1750.0,4.0,1730,1754.0,24.0,75.0,70.0,51.0,365,5.0,0.0,0.0,0.0,19.0,1
5/8/2022,Southwest Airlines Co.,WN,"Ontario, CA","Oakland, CA",1810,1911.0,61.0,9.0,1920.0,2013.0,7.0,1925,2020.0,55.0,75.0,69.0,53.0,362,0.0,0.0,0.0,0.0,55.0,1
28/12/2022,American Airlines Inc.,AA,"Charlotte, NC","Savannah, GA",2240,2354.0,74.0,8.0,2.0,41.0,6.0,2356,47.0,51.0,76.0,53.0,39.0,213,0.0,0.0,0.0,0.0,51.0,1
4/6/2021,PSA Airlines Inc.,OH,"Charlotte, NC","Little Rock, AR",1429,1422.0,-7.0,71.0,1533.0,1607.0,25.0,1532,1632.0,60.0,123.0,190.0,94.0,640,0.0,0.0,60.0,0.0,0.0,1
19/3/2019,United Air Lines Inc.,UA,"Chicago, IL","Dallas/Fort Worth, TX",1805,1836.0,31.0,18.0,1854.0,2046.0,9.0,2038,2055.0,17.0,153.0,139.0,112.0,801,17.0,0.0,0.0,0.0,0.0,1
30/3/2022,Southwest Airlines Co.,WN,"Atlanta, GA","San Antonio, TX",2100,2104.0,4.0,25.0,2129.0,2313.0,5.0,2240,2318.0,38.0,160.0,194.0,164.0,874,0.0,0.0,38.0,0.0,0.0,1
7/11/2019,Republic Airline,YX,"Charlotte, NC","New Orleans, LA",2238,2246.0,8.0,21.0,2307.0,2351.0,61.0,2355,52.0,57.0,137.0,186.0,104.0,651,0.0,0.0,49.0,0.0,8.0,1
22/8/2020,PSA Airlines Inc.,OH,"Charlotte, NC","Charleston, SC",930,919.0,-11.0,51.0,1010.0,1052.0,9.0,1040,1101.0,21.0,70.0,102.0,42.0,168,0.0,0.0,21.0,0.0,0.0,1
29/4/2022,United Air Lines Inc.,UA,"Sacramento, CA","Denver, CO",1430,1508.0,38.0,10.0,1518.0,1810.0,9.0,1753,1819.0,26.0,143.0,131.0,112.0,909,0.0,0.0,0.0,0.0,26.0,1
30/3/2019,American Airlines Inc.,AA,"Phoenix, AZ","San Jose, CA",1657,1724.0,27.0,14.0,1738.0,1912.0,2.0,1850,1914.0,24.0,113.0,110.0,94.0,621,0.0,0.0,0.0,3.0,21.0,1
7/4/2019,Endeavor Air Inc.,9E,"Norfolk, VA","New York, NY",1405,1420.0,15.0,45.0,1505.0,1601.0,7.0,1525,1608.0,43.0,80.0,108.0,56.0,296,15.0,0.0,28.0,0.0,0.0,1
26/10/2022,Alaska Airlines Inc.,AS,"San Jose, CA","Seattle, WA",1745,1757.0,12.0,14.0,1811.0,2013.0,10.0,2000,2023.0,23.0,135.0,146.0,122.0,696,12.0,0.0,11.0,0.0,0.0,1
9/1/2020,Frontier Airlines Inc.,F9,"San Juan, PR","Miami, FL",1858,2011.0,73.0,14.0,2025.0,2145.0,10.0,2101,2155.0,54.0,183.0,164.0,140.0,1045,54.0,0.0,0.0,0.0,0.0,1
17/11/2021,Alaska Airlines Inc.,AS,"Las Vegas, NV","Portland, OR",600,559.0,-1.0,28.0,627.0,831.0,5.0,820,836.0,16.0,140.0,157.0,124.0,763,0.0,0.0,16.0,0.0,0.0,1
15/5/2022,Republic Airline,YX,"Chicago, IL","Columbus, OH",1843,1847.0,4.0,46.0,1933.0,2126.0,35.0,2108,2201.0,53.0,85.0,134.0,53.0,296,0.0,0.0,53.0,0.0,0.0,1
28/5/2022,American Airlines Inc.,AA,"New York, NY","Miami, FL",1000,1026.0,26.0,52.0,1118.0,1358.0,5.0,1311,1403.0,52.0,191.0,217.0,160.0,1089,0.0,0.0,52.0,0.0,0.0,1
31/3/2019,ExpressJet Airlines LLC d/b/a aha!,EV,"Chicago, IL","Cincinnati, OH",900,934.0,34.0,32.0,1006.0,1151.0,6.0,1119,1157.0,38.0,79.0,83.0,45.0,264,0.0,0.0,4.0,0.0,34.0,1
19/3/2020,Envoy Air,MQ,"Little Rock, AR","Dallas/Fort Worth, TX",809,834.0,25.0,32.0,906.0,1006.0,16.0,940,1022.0,42.0,91.0,108.0,60.0,304,0.0,0.0,42.0,0.0,0.0,1
7/2/2021,United Air Lines Inc.,UA,"Houston, TX","Jackson, WY",935,1004.0,29.0,17.0,1021.0,1229.0,4.0,1207,1233.0,26.0,212.0,209.0,188.0,1265,26.0,0.0,0.0,0.0,0.0,1
4/9/2021,Southwest Airlines Co.,WN,"Orlando, FL","Hartford, CT",2040,2054.0,14.0,11.0,2105.0,2329.0,8.0,2320,2337.0,17.0,160.0,163.0,144.0,1050,14.0,0.0,3.0,0.0,0.0,1
22/7/2021,Spirit Air Lines,NK,"Boston, MA","Newark, NJ",700,753.0,53.0,21.0,814.0,854.0,8.0,824,902.0,38.0,84.0,69.0,40.0,200,38.0,0.0,0.0,0.0,0.0,1
14/11/2019,American Airlines Inc.,AA,"Fort Lauderdale, FL","Chicago, IL",830,901.0,31.0,18.0,919.0,1103.0,7.0,1055,1110.0,15.0,205.0,189.0,164.0,1182,15.0,0.0,0.0,0.0,0.0,1
11/1/2019,American Airlines Inc.,AA,"San Francisco, CA","Dallas/Fort Worth, TX",39,120.0,41.0,14.0,134.0,625.0,8.0,600,633.0,33.0,201.0,193.0,171.0,1464,0.0,0.0,0.0,0.0,33.0,1
26/12/2019,United Air Lines Inc.,UA,"Kona, HI","San Francisco, CA",1547,1531.0,-16.0,13.0,1544.0,2229.0,50.0,2251,2319.0,28.0,304.0,348.0,285.0,2367,0.0,0.0,28.0,0.0,0.0,1
14/2/2019,Delta Air Lines Inc.,DL,"Minneapolis, MN","Austin, TX",1745,1842.0,57.0,38.0,1920.0,2136.0,4.0,2047,2140.0,53.0,182.0,178.0,136.0,1042,45.0,8.0,0.0,0.0,0.0,1
12/8/2021,Republic Airline,YX,"New York, NY","Boston, MA",1700,1654.0,-6.0,61.0,1755.0,1840.0,6.0,1811,1846.0,35.0,71.0,112.0,45.0,184,0.0,0.0,35.0,0.0,0.0,1
19/8/2023,Southwest Airlines Co.,WN,"Las Vegas, NV","Dallas, TX",750,840.0,50.0,18.0,858.0,1318.0,15.0,1235,1333.0,58.0,165.0,173.0,140.0,1067,5.0,0.0,8.0,0.0,45.0,1
30/7/2023,Endeavor Air Inc.,9E,"Minneapolis, MN","Fayetteville, AR",1426,1427.0,1.0,38.0,1505.0,1628.0,6.0,1617,1634.0,17.0,111.0,127.0,83.0,596,0.0,0.0,17.0,0.0,0.0,1
29/10/2022,Southwest Airlines Co.,WN,"New Orleans, LA","Tampa, FL",1230,1257.0,27.0,14.0,1311.0,1518.0,4.0,1505,1522.0,17.0,95.0,85.0,67.0,488,3.0,0.0,0.0,0.0,14.0,1
12/7/2023,Southwest Airlines Co.,WN,"Indianapolis, IN","Orlando, FL",2130,2205.0,35.0,12.0,2217.0,2359.0,9.0,2345,8.0,23.0,135.0,123.0,102.0,829,0.0,0.0,0.0,0.0,23.0,1
22/4/2022,Southwest Airlines Co.,WN,"Dallas, TX","Chicago, IL",1445,1456.0,11.0,9.0,1505.0,1710.0,26.0,1710,1736.0,26.0,145.0,160.0,125.0,798,11.0,0.0,15.0,0.0,0.0,1
29/12/2021,United Air Lines Inc.,UA,"Denver, CO","Des Moines, IA",1335,1332.0,-3.0,12.0,1344.0,1608.0,27.0,1616,1635.0,19.0,101.0,123.0,84.0,589,0.0,0.0,19.0,0.0,0.0,1
31/7/2023,United Air Lines Inc.,UA,"Honolulu, HI","Los Angeles, CA",1300,1257.0,-3.0,26.0,1323.0,2105.0,55.0,2124,2200.0,36.0,324.0,363.0,282.0,2556,0.0,0.0,36.0,0.0,0.0,1
15/3/2020,American Airlines Inc.,AA,"Miami, FL","Philadelphia, PA",650,800.0,70.0,12.0,812.0,1027.0,7.0,942,1034.0,52.0,172.0,154.0,135.0,1013,52.0,0.0,0.0,0.0,0.0,1
11/1/2022,American Airlines Inc.,AA,"Orlando, FL","Philadelphia, PA",1347,1436.0,49.0,16.0,1452.0,1652.0,5.0,1608,1657.0,49.0,141.0,141.0,120.0,861,0.0,0.0,0.0,0.0,49.0,1
27/2/2021,Endeavor Air Inc.,9E,"Atlanta, GA","Harrisburg, PA",943,1000.0,17.0,33.0,1033.0,1151.0,2.0,1127,1153.0,26.0,104.0,113.0,78.0,620,17.0,0.0,9.0,0.0,0.0,1
17/10/2019,Southwest Airlines Co.,WN,"San Jose, CA","Austin, TX",1225,1249.0,24.0,16.0,1305.0,1756.0,4.0,1745,1800.0,15.0,200.0,191.0,171.0,1476,14.0,0.0,0.0,0.0,1.0,1
29/5/2019,ExpressJet Airlines LLC d/b/a aha!,EV,"El Paso, TX","Houston, TX",1005,958.0,-7.0,44.0,1042.0,1311.0,9.0,1304,1320.0,16.0,119.0,142.0,89.0,667,0.0,0.0,16.0,0.0,0.0,1
18/2/2022,Southwest Airlines Co.,WN,"Washington, DC","Houston, TX",1310,1358.0,48.0,9.0,1407.0,1631.0,2.0,1550,1633.0,43.0,220.0,215.0,204.0,1218,31.0,0.0,0.0,0.0,12.0,1
1/10/2021,JetBlue Airways,B6,"Jacksonville, FL","Fort Lauderdale, FL",1330,1413.0,43.0,16.0,1429.0,1527.0,3.0,1444,1530.0,46.0,74.0,77.0,58.0,319,16.0,0.0,3.0,0.0,27.0,1
6/8/2022,Southwest Airlines Co.,WN,"Philadelphia, PA","Nashville, TN",1755,1855.0,60.0,20.0,1915.0,1945.0,4.0,1905,1949.0,44.0,130.0,114.0,90.0,675,7.0,0.0,0.0,0.0,37.0,1
17/4/2023,JetBlue Airways,B6,"Dallas/Fort Worth, TX","Boston, MA",1352,1428.0,36.0,29.0,1457.0,1907.0,11.0,1846,1918.0,32.0,234.0,230.0,190.0,1562,0.0,0.0,32.0,0.0,0.0,1
20/1/2023,Southwest Airlines Co.,WN,"Santa Ana, CA","Oakland, CA",2035,2122.0,47.0,9.0,2131.0,2231.0,5.0,2200,2236.0,36.0,85.0,74.0,60.0,371,36.0,0.0,0.0,0.0,0.0,1
15/12/2019,Delta Air Lines Inc.,DL,"New York, NY","Miami, FL",1950,2031.0,41.0,21.0,2052.0,2325.0,4.0,2304,2329.0,25.0,194.0,178.0,153.0,1096,3.0,0.0,0.0,0.0,22.0,1
13/2/2021,Delta Air Lines Inc.,DL,"Portland, OR","Atlanta, GA",2250,2240.0,-10.0,42.0,2322.0,634.0,5.0,615,639.0,24.0,265.0,299.0,252.0,2172,0.0,0.0,24.0,0.0,0.0,1
27/5/2023,SkyWest Airlines Inc.,OO,"Milwaukee, WI","Chicago, IL",1730,1723.0,-7.0,17.0,1740.0,1806.0,28.0,1819,1834.0,15.0,49.0,71.0,26.0,67,15.0,0.0,0.0,0.0,0.0,1
8/8/2023,Delta Air Lines Inc.,DL,"Atlanta, GA","Fort Lauderdale, FL",1745,1850.0,65.0,14.0,1904.0,2037.0,2.0,1947,2039.0,52.0,122.0,109.0,93.0,581,4.0,0.0,0.0,0.0,48.0,1
28/2/2022,JetBlue Airways,B6,"New York, NY","Fort Myers, FL",1453,1542.0,49.0,25.0,1607.0,1840.0,6.0,1814,1846.0,32.0,201.0,184.0,153.0,1074,12.0,0.0,0.0,0.0,20.0,1
2/7/2023,American Airlines Inc.,AA,"Minneapolis, MN","Philadelphia, PA",1325,1351.0,26.0,10.0,1401.0,1711.0,8.0,1659,1719.0,20.0,154.0,148.0,130.0,980,14.0,0.0,0.0,0.0,6.0,1
4/9/2022,Republic Airline,YX,"Chicago, IL","Washington, DC",1055,1103.0,8.0,40.0,1143.0,1421.0,3.0,1358,1424.0,26.0,123.0,141.0,98.0,612,8.0,0.0,18.0,0.0,0.0,1
29/7/2019,Allegiant Air,G4,"San Juan, PR","Sanford, FL",1838,1908.0,30.0,19.0,1927.0,2157.0,7.0,2134,2204.0,30.0,176.0,176.0,150.0,1198,0.0,0.0,0.0,0.0,30.0,1
12/10/2022,Southwest Airlines Co.,WN,"New York, NY","Kansas City, MO",1455,1553.0,58.0,12.0,1605.0,1746.0,2.0,1705,1748.0,43.0,190.0,175.0,161.0,1107,12.0,0.0,0.0,0.0,31.0,1
11/12/2021,United Air Lines Inc.,UA,"Chicago, IL","Tampa, FL",1405,1418.0,13.0,21.0,1439.0,1747.0,19.0,1750,1806.0,16.0,165.0,168.0,128.0,1011,13.0,0.0,3.0,0.0,0.0,1
27/12/2021,Southwest Airlines Co.,WN,"Boston, MA","Nashville, TN",1900,1931.0,31.0,14.0,1945.0,2123.0,4.0,2100,2127.0,27.0,180.0,176.0,158.0,942,0.0,0.0,0.0,0.0,27.0,1
30/11/2019,Delta Air Lines Inc.,DL,"New York, NY","Chicago, IL",1945,1941.0,-4.0,50.0,2031.0,2137.0,20.0,2133,2157.0,24.0,168.0,196.0,126.0,733,0.0,0.0,24.0,0.0,0.0,1
1/4/2019,Southwest Airlines Co.,WN,"Oakland, CA","Las Vegas, NV",1515,1609.0,54.0,15.0,1624.0,1731.0,3.0,1645,1734.0,49.0,90.0,85.0,67.0,407,49.0,0.0,0.0,0.0,0.0,1
26/4/2023,Alaska Airlines Inc.,AS,"Yakutat, AK","Juneau, AK",1707,1733.0,26.0,11.0,1744.0,1815.0,4.0,1800,1819.0,19.0,53.0,46.0,31.0,198,0.0,0.0,0.0,0.0,19.0,1
28/7/2023,Southwest Airlines Co.,WN,"Chicago, IL","Myrtle Beach, SC",1055,1111.0,16.0,15.0,1126.0,1413.0,4.0,1350,1417.0,27.0,115.0,126.0,107.0,738,8.0,0.0,11.0,0.0,8.0,1
20/4/2023,Delta Air Lines Inc.,DL,"Detroit, MI","Chicago, IL",724,742.0,18.0,44.0,826.0,808.0,15.0,751,823.0,32.0,87.0,101.0,42.0,235,0.0,0.0,32.0,0.0,0.0,1
15/4/2022,American Airlines Inc.,AA,"New York, NY","Los Angeles, CA",1129,1153.0,24.0,25.0,1218.0,1541.0,6.0,1448,1547.0,59.0,379.0,414.0,383.0,2475,24.0,0.0,35.0,0.0,0.0,1
6/7/2019,Delta Air Lines Inc.,DL,"Los Angeles, CA","San Francisco, CA",1023,1023.0,0.0,18.0,1041.0,1131.0,45.0,1155,1216.0,21.0,92.0,113.0,50.0,337,0.0,0.0,21.0,0.0,0.0,1
20/12/2020,Southwest Airlines Co.,WN,"Sacramento, CA","Seattle, WA",1300,1341.0,41.0,10.0,1351.0,1519.0,8.0,1500,1527.0,27.0,120.0,106.0,88.0,605,27.0,0.0,0.0,0.0,0.0,1
24/4/2023,Southwest Airlines Co.,WN,"Jacksonville, FL","Baltimore, MD",1910,2011.0,61.0,10.0,2021.0,2150.0,5.0,2105,2155.0,50.0,115.0,104.0,89.0,663,6.0,0.0,0.0,0.0,44.0,1
24/9/2019,United Air Lines Inc.,UA,"Newark, NJ","Las Vegas, NV",1000,1036.0,36.0,15.0,1051.0,1239.0,7.0,1227,1246.0,19.0,327.0,310.0,288.0,2227,2.0,0.0,0.0,0.0,17.0,1
1/7/2023,Hawaiian Airlines Inc.,HA,"Honolulu, HI","Kona, HI",1450,1514.0,24.0,13.0,1527.0,1555.0,5.0,1539,1600.0,21.0,49.0,46.0,28.0,163,14.0,0.0,0.0,0.0,7.0,1
14/5/2023,Southwest Airlines Co.,WN,"Phoenix, AZ","Baltimore, MD",855,951.0,56.0,10.0,1001.0,1654.0,2.0,1615,1656.0,41.0,260.0,245.0,233.0,1999,41.0,0.0,0.0,0.0,0.0,1
4/6/2022,Horizon Air,QX,"Everett, WA","Boise, ID",1700,1746.0,46.0,10.0,1756.0,1957.0,3.0,1919,2000.0,41.0,79.0,74.0,61.0,419,0.0,0.0,0.0,0.0,41.0,1
17/7/2019,Southwest Airlines Co.,WN,"Milwaukee, WI","St. Louis, MO",1930,1946.0,16.0,8.0,1954.0,2051.0,20.0,2045,2111.0,26.0,75.0,85.0,57.0,317,0.0,0.0,10.0,0.0,16.0,1
27/2/2023,SkyWest Airlines Inc.,OO,"Milwaukee, WI","Chicago, IL",1056,1130.0,34.0,14.0,1144.0,1213.0,9.0,1157,1222.0,25.0,61.0,52.0,29.0,67,25.0,0.0,0.0,0.0,0.0,1
28/4/2022,Southwest Airlines Co.,WN,"West Palm Beach/Palm Beach, FL","Atlanta, GA",1210,1223.0,13.0,33.0,1256.0,1415.0,4.0,1400,1419.0,19.0,110.0,116.0,79.0,545,4.0,0.0,6.0,0.0,9.0,1
