FL_DATE,AIRLINE,AIRLINE_CODE,ORIGIN_CITY,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Delay_actual
20/8/2023,Spirit Air Lines,NK,"Boston, MA","Miami, FL",1620,1626.0,6.0,15.0,1641.0,1922.0,8.0,1957,1930.0,-27.0,217.0,184.0,161.0,1258,0.0,0.0,0.0,0.0,0.0,0
22/9/2021,United Air Lines Inc.,UA,"Chicago, IL","Madison, WI",1755,1750.0,-5.0,18.0,1808.0,1835.0,2.0,1851,1837.0,-14.0,56.0,47.0,27.0,109,0.0,0.0,0.0,0.0,0.0,0
24/7/2019,Alaska Airlines Inc.,AS,"Ketchikan, AK","Seattle, WA",1725,1714.0,-11.0,8.0,1722.0,2002.0,13.0,2020,2015.0,-5.0,115.0,121.0,100.0,680,0.0,0.0,0.0,0.0,0.0,0
21/5/2021,Spirit Air Lines,NK,"Los Angeles, CA","Chicago, IL",40,33.0,-7.0,17.0,50.0,611.0,10.0,633,621.0,-12.0,233.0,228.0,201.0,1744,0.0,0.0,0.0,0.0,0.0,0
11/1/2023,Allegiant Air,G4,"Sarasota/Bradenton, FL","Nashville, TN",1514,1454.0,-20.0,16.0,1510.0,1551.0,6.0,1614,1557.0,-17.0,120.0,123.0,101.0,648,0.0,0.0,0.0,0.0,0.0,0
22/9/2022,Frontier Airlines Inc.,F9,"Atlanta, GA","Chicago, IL",633,629.0,-4.0,20.0,649.0,722.0,13.0,727,735.0,8.0,114.0,126.0,93.0,591,0.0,0.0,0.0,0.0,0.0,0
27/10/2019,Delta Air Lines Inc.,DL,"Tampa, FL","Atlanta, GA",1750,1747.0,-3.0,10.0,1757.0,1900.0,8.0,1924,1908.0,-16.0,94.0,81.0,63.0,406,0.0,0.0,0.0,0.0,0.0,0
17/9/2019,SkyWest Airlines Inc.,OO,"Detroit, MI","Moline, IL",2035,2032.0,-3.0,20.0,2052.0,2054.0,4.0,2115,2058.0,-17.0,100.0,86.0,62.0,373,0.0,0.0,0.0,0.0,0.0,0
31/1/2023,PSA Airlines Inc.,OH,"Providence, RI","Washington, DC",914,901.0,-13.0,36.0,937.0,1058.0,3.0,1100,1101.0,1.0,106.0,120.0,81.0,356,0.0,0.0,0.0,0.0,0.0,0
31/8/2019,Delta Air Lines Inc.,DL,"Atlanta, GA","Miami, FL",1245,1243.0,-2.0,9.0,1252.0,1418.0,4.0,1438,1422.0,-16.0,113.0,99.0,86.0,594,0.0,0.0,0.0,0.0,0.0,0
27/6/2021,Republic Airline,YX,"Washington, DC","Syracuse, NY",1735,1731.0,-4.0,13.0,1744.0,1831.0,6.0,1848,1837.0,-11.0,73.0,66.0,47.0,296,0.0,0.0,0.0,0.0,0.0,0
24/8/2019,Delta Air Lines Inc.,DL,"Newport News/Williamsburg, VA","Atlanta, GA",600,552.0,-8.0,12.0,604.0,730.0,8.0,751,738.0,-13.0,111.0,106.0,86.0,508,0.0,0.0,0.0,0.0,0.0,0
13/1/2022,Horizon Air,QX,"Bend/Redmond, OR","Seattle, WA",910,902.0,-8.0,13.0,915.0,1011.0,11.0,1030,1022.0,-8.0,80.0,80.0,56.0,228,0.0,0.0,0.0,0.0,0.0,0
16/6/2023,American Airlines Inc.,AA,"San Antonio, TX","Charlotte, NC",805,754.0,-11.0,13.0,807.0,1117.0,11.0,1159,1128.0,-31.0,174.0,154.0,130.0,1095,0.0,0.0,0.0,0.0,0.0,0
6/9/2019,Envoy Air,MQ,"College Station/Bryan, TX","Dallas/Fort Worth, TX",1029,1026.0,-3.0,6.0,1032.0,1116.0,12.0,1132,1128.0,-4.0,63.0,62.0,44.0,164,0.0,0.0,0.0,0.0,0.0,0
27/6/2020,United Air Lines Inc.,UA,"Denver, CO","Jackson, WY",1824,1824.0,0.0,12.0,1836.0,1936.0,14.0,1946,1950.0,4.0,82.0,86.0,60.0,406,0.0,0.0,0.0,0.0,0.0,0
23/11/2020,Delta Air Lines Inc.,DL,"Sarasota/Bradenton, FL","Atlanta, GA",1245,1238.0,-7.0,19.0,1257.0,1409.0,7.0,1419,1416.0,-3.0,94.0,98.0,72.0,444,0.0,0.0,0.0,0.0,0.0,0
15/7/2020,Southwest Airlines Co.,WN,"Baltimore, MD","Orlando, FL",1030,1022.0,-8.0,8.0,1030.0,1218.0,5.0,1245,1223.0,-22.0,135.0,121.0,108.0,787,0.0,0.0,0.0,0.0,0.0,0
26/3/2019,Envoy Air,MQ,"Dallas/Fort Worth, TX","Madison, WI",2020,2017.0,-3.0,14.0,2031.0,2227.0,6.0,2233,2233.0,0.0,133.0,136.0,116.0,821,0.0,0.0,0.0,0.0,0.0,0
17/11/2020,United Air Lines Inc.,UA,"Denver, CO","Chicago, IL",1345,1334.0,-11.0,12.0,1346.0,1641.0,11.0,1701,1652.0,-9.0,136.0,138.0,115.0,888,0.0,0.0,0.0,0.0,0.0,0
3/3/2019,Southwest Airlines Co.,WN,"Milwaukee, WI","Las Vegas, NV",1240,1240.0,0.0,8.0,1248.0,1434.0,6.0,1445,1440.0,-5.0,245.0,240.0,226.0,1524,0.0,0.0,0.0,0.0,0.0,0
6/8/2022,Delta Air Lines Inc.,DL,"Louisville, KY","Atlanta, GA",600,554.0,-6.0,11.0,605.0,657.0,7.0,719,704.0,-15.0,79.0,70.0,52.0,321,0.0,0.0,0.0,0.0,0.0,0
31/10/2022,Envoy Air,MQ,"Savannah, GA","Miami, FL",600,556.0,-4.0,20.0,616.0,730.0,7.0,727,737.0,10.0,87.0,101.0,74.0,440,0.0,0.0,0.0,0.0,0.0,0
21/7/2023,PSA Airlines Inc.,OH,"Charlotte, NC","Shreveport, LA",2235,2232.0,-3.0,31.0,2303.0,2357.0,6.0,2356,3.0,7.0,141.0,151.0,114.0,764,0.0,0.0,0.0,0.0,0.0,0
29/11/2019,Southwest Airlines Co.,WN,"Chicago, IL","Las Vegas, NV",2015,2014.0,-1.0,9.0,2023.0,2204.0,5.0,2210,2209.0,-1.0,235.0,235.0,221.0,1521,0.0,0.0,0.0,0.0,0.0,0
17/8/2022,SkyWest Airlines Inc.,OO,"Detroit, MI","Green Bay, WI",2050,2044.0,-6.0,14.0,2058.0,2046.0,4.0,2105,2050.0,-15.0,75.0,66.0,48.0,287,0.0,0.0,0.0,0.0,0.0,0
27/6/2019,Southwest Airlines Co.,WN,"Jacksonville, FL","Fort Lauderdale, FL",2020,2017.0,-3.0,9.0,2026.0,2122.0,7.0,2145,2129.0,-16.0,85.0,72.0,56.0,319,0.0,0.0,0.0,0.0,0.0,0
28/2/2021,SkyWest Airlines Inc.,OO,"Phoenix, AZ","Fargo, ND",1030,1023.0,-7.0,14.0,1037.0,1415.0,4.0,1441,1419.0,-22.0,191.0,176.0,158.0,1225,0.0,0.0,0.0,0.0,0.0,0
23/11/2021,American Airlines Inc.,AA,"Chicago, IL","West Palm Beach/Palm Beach, FL",1525,1541.0,16.0,14.0,1555.0,1928.0,5.0,1919,1933.0,14.0,174.0,172.0,153.0,1143,0.0,0.0,0.0,0.0,0.0,0
9/2/2022,Spirit Air Lines,NK,"Santa Ana, CA","Las Vegas, NV",1505,1458.0,-7.0,10.0,1508.0,1550.0,18.0,1620,1608.0,-12.0,75.0,70.0,42.0,226,0.0,0.0,0.0,0.0,0.0,0
31/3/2020,American Airlines Inc.,AA,"Phoenix, AZ","Los Angeles, CA",2026,2034.0,8.0,16.0,2050.0,2149.0,5.0,2200,2154.0,-6.0,94.0,80.0,59.0,370,0.0,0.0,0.0,0.0,0.0,0
22/1/2022,JetBlue Airways,B6,"New York, NY","Jacksonville, FL",720,716.0,-4.0,15.0,731.0,943.0,4.0,1000,947.0,-13.0,160.0,151.0,132.0,828,0.0,0.0,0.0,0.0,0.0,0
26/8/2022,United Air Lines Inc.,UA,"Chicago, IL","Orlando, FL",1802,1758.0,-4.0,20.0,1818.0,2127.0,7.0,2155,2134.0,-21.0,173.0,156.0,129.0,1005,0.0,0.0,0.0,0.0,0.0,0
9/1/2023,JetBlue Airways,B6,"San Antonio, TX","New York, NY",1440,1430.0,-10.0,12.0,1442.0,1853.0,14.0,1928,1907.0,-21.0,228.0,217.0,191.0,1587,0.0,0.0,0.0,0.0,0.0,0
16/9/2019,American Airlines Inc.,AA,"Charlotte, NC","Fort Lauderdale, FL",2246,2241.0,-5.0,16.0,2257.0,24.0,7.0,47,31.0,-16.0,121.0,110.0,87.0,632,0.0,0.0,0.0,0.0,0.0,0
16/8/2023,Southwest Airlines Co.,WN,"New York, NY","Dallas, TX",2005,2028.0,23.0,16.0,2044.0,2241.0,4.0,2250,2245.0,-5.0,225.0,197.0,177.0,1381,0.0,0.0,0.0,0.0,0.0,0
24/2/2021,SkyWest Airlines Inc.,OO,"Los Angeles, CA","Bozeman, MT",1121,1120.0,-1.0,19.0,1139.0,1448.0,3.0,1510,1451.0,-19.0,169.0,151.0,129.0,902,0.0,0.0,0.0,0.0,0.0,0
15/11/2020,SkyWest Airlines Inc.,OO,"Houston, TX","San Antonio, TX",1435,1430.0,-5.0,18.0,1448.0,1526.0,5.0,1538,1531.0,-7.0,63.0,61.0,38.0,191,0.0,0.0,0.0,0.0,0.0,0
11/1/2021,Republic Airline,YX,"Detroit, MI","Omaha, NE",1955,1945.0,-10.0,15.0,2000.0,2043.0,5.0,2119,2048.0,-31.0,144.0,123.0,103.0,651,0.0,0.0,0.0,0.0,0.0,0
30/8/2023,Southwest Airlines Co.,WN,"Baltimore, MD","Dallas, TX",1935,1928.0,-7.0,19.0,1947.0,2131.0,4.0,2140,2135.0,-5.0,185.0,187.0,164.0,1209,0.0,0.0,0.0,0.0,0.0,0
11/4/2021,Alaska Airlines Inc.,AS,"Juneau, AK","Anchorage, AK",2135,2109.0,-26.0,17.0,2126.0,2254.0,3.0,2315,2257.0,-18.0,100.0,108.0,88.0,571,0.0,0.0,0.0,0.0,0.0,0
9/3/2020,Allegiant Air,G4,"St. Petersburg, FL","Raleigh/Durham, NC",1824,1817.0,-7.0,12.0,1829.0,1951.0,7.0,2008,1958.0,-10.0,104.0,101.0,82.0,595,0.0,0.0,0.0,0.0,0.0,0
23/2/2021,JetBlue Airways,B6,"New York, NY","Fort Lauderdale, FL",545,542.0,-3.0,19.0,601.0,831.0,5.0,840,836.0,-4.0,175.0,174.0,150.0,1069,0.0,0.0,0.0,0.0,0.0,0
18/10/2020,Envoy Air,MQ,"Beaumont/Port Arthur, TX","Dallas/Fort Worth, TX",1422,1430.0,8.0,10.0,1440.0,1532.0,10.0,1535,1542.0,7.0,73.0,72.0,52.0,270,0.0,0.0,0.0,0.0,0.0,0
27/2/2022,Southwest Airlines Co.,WN,"Phoenix, AZ","Sacramento, CA",1325,1320.0,-5.0,15.0,1335.0,1414.0,3.0,1435,1417.0,-18.0,130.0,117.0,99.0,647,0.0,0.0,0.0,0.0,0.0,0
17/11/2021,American Airlines Inc.,AA,"Philadelphia, PA","Dallas/Fort Worth, TX",855,852.0,-3.0,11.0,903.0,1102.0,11.0,1154,1113.0,-41.0,239.0,201.0,179.0,1303,0.0,0.0,0.0,0.0,0.0,0
12/12/2022,United Air Lines Inc.,UA,"Santa Barbara, CA","Denver, CO",530,524.0,-6.0,15.0,539.0,832.0,9.0,856,841.0,-15.0,146.0,137.0,113.0,916,0.0,0.0,0.0,0.0,0.0,0
7/2/2021,Alaska Airlines Inc.,AS,"San Diego, CA","Seattle, WA",1315,1301.0,-14.0,19.0,1320.0,1605.0,5.0,1610,1610.0,0.0,175.0,189.0,165.0,1050,0.0,0.0,0.0,0.0,0.0,0
24/3/2019,SkyWest Airlines Inc.,OO,"Chicago, IL","St. Louis, MO",810,805.0,-5.0,23.0,828.0,920.0,7.0,933,927.0,-6.0,83.0,82.0,52.0,258,0.0,0.0,0.0,0.0,0.0,0
15/5/2020,SkyWest Airlines Inc.,OO,"Lincoln, NE","Denver, CO",1612,1601.0,-11.0,5.0,1606.0,1615.0,7.0,1650,1622.0,-28.0,98.0,81.0,69.0,423,0.0,0.0,0.0,0.0,0.0,0
24/9/2019,Southwest Airlines Co.,WN,"Phoenix, AZ","Los Angeles, CA",1745,1741.0,-4.0,19.0,1800.0,1855.0,10.0,1915,1905.0,-10.0,90.0,84.0,55.0,370,0.0,0.0,0.0,0.0,0.0,0
5/4/2022,SkyWest Airlines Inc.,OO,"Dallas/Fort Worth, TX","Huntsville, AL",1925,1924.0,-1.0,26.0,1950.0,2106.0,5.0,2114,2111.0,-3.0,109.0,107.0,76.0,603,0.0,0.0,0.0,0.0,0.0,0
5/3/2020,Allegiant Air,G4,"Harrisburg, PA","Punta Gorda, FL",1638,1638.0,0.0,12.0,1650.0,1918.0,7.0,1912,1925.0,13.0,154.0,167.0,148.0,963,0.0,0.0,0.0,0.0,0.0,0
3/8/2020,SkyWest Airlines Inc.,OO,"Minneapolis, MN","Omaha, NE",2040,2038.0,-2.0,11.0,2049.0,2134.0,3.0,2156,2137.0,-19.0,76.0,59.0,45.0,282,0.0,0.0,0.0,0.0,0.0,0
16/3/2020,Mesa Airlines Inc.,YV,"Washington, DC","Kansas City, MO",1750,1744.0,-6.0,16.0,1800.0,1920.0,4.0,1935,1924.0,-11.0,165.0,160.0,140.0,926,0.0,0.0,0.0,0.0,0.0,0
13/11/2019,Envoy Air,MQ,"Chicago, IL","Grand Rapids, MI",1643,1637.0,-6.0,25.0,1702.0,1830.0,14.0,1840,1844.0,4.0,57.0,67.0,28.0,137,0.0,0.0,0.0,0.0,0.0,0
21/2/2022,United Air Lines Inc.,UA,"San Francisco, CA","Indianapolis, IN",2245,2238.0,-7.0,23.0,2301.0,533.0,8.0,603,541.0,-22.0,258.0,243.0,212.0,1943,0.0,0.0,0.0,0.0,0.0,0
18/12/2020,Southwest Airlines Co.,WN,"Atlanta, GA","New York, NY",1325,1330.0,5.0,11.0,1341.0,1524.0,6.0,1535,1530.0,-5.0,130.0,120.0,103.0,762,0.0,0.0,0.0,0.0,0.0,0
17/8/2022,JetBlue Airways,B6,"Boston, MA","Philadelphia, PA",740,730.0,-10.0,12.0,742.0,839.0,14.0,909,853.0,-16.0,89.0,83.0,57.0,280,0.0,0.0,0.0,0.0,0.0,0
5/11/2020,Southwest Airlines Co.,WN,"Pittsburgh, PA","Baltimore, MD",1730,1721.0,-9.0,7.0,1728.0,1810.0,7.0,1835,1817.0,-18.0,65.0,56.0,42.0,210,0.0,0.0,0.0,0.0,0.0,0
31/1/2019,SkyWest Airlines Inc.,OO,"Atlanta, GA","Tallahassee, FL",927,927.0,0.0,11.0,938.0,1019.0,4.0,1036,1023.0,-13.0,69.0,56.0,41.0,223,0.0,0.0,0.0,0.0,0.0,0
12/11/2021,SkyWest Airlines Inc.,OO,"Denver, CO","Detroit, MI",1720,1720.0,0.0,19.0,1739.0,2213.0,8.0,2220,2221.0,1.0,180.0,181.0,154.0,1123,0.0,0.0,0.0,0.0,0.0,0
28/1/2019,Envoy Air,MQ,"Birmingham, AL","Miami, FL",1746,1745.0,-1.0,20.0,1805.0,2046.0,7.0,2044,2053.0,9.0,118.0,128.0,101.0,661,0.0,0.0,0.0,0.0,0.0,0
12/10/2022,Alaska Airlines Inc.,AS,"San Francisco, CA","Portland, OR",1240,1238.0,-2.0,15.0,1253.0,1412.0,3.0,1427,1415.0,-12.0,107.0,97.0,79.0,550,0.0,0.0,0.0,0.0,0.0,0
17/3/2020,JetBlue Airways,B6,"Newark, NJ","Orlando, FL",1136,1124.0,-12.0,16.0,1140.0,1358.0,10.0,1426,1408.0,-18.0,170.0,164.0,138.0,937,0.0,0.0,0.0,0.0,0.0,0
31/8/2019,Southwest Airlines Co.,WN,"Los Angeles, CA","San Jose, CA",1305,1301.0,-4.0,22.0,1323.0,1409.0,4.0,1420,1413.0,-7.0,75.0,72.0,46.0,308,0.0,0.0,0.0,0.0,0.0,0
10/7/2019,Southwest Airlines Co.,WN,"Denver, CO","Phoenix, AZ",2105,2111.0,6.0,9.0,2120.0,2143.0,7.0,2200,2150.0,-10.0,115.0,99.0,83.0,602,0.0,0.0,0.0,0.0,0.0,0
13/4/2022,Delta Air Lines Inc.,DL,"Atlanta, GA","Cleveland, OH",715,712.0,-3.0,12.0,724.0,839.0,5.0,858,844.0,-14.0,103.0,92.0,75.0,554,0.0,0.0,0.0,0.0,0.0,0
25/5/2021,PSA Airlines Inc.,OH,"Charlotte, NC","Raleigh/Durham, NC",914,906.0,-8.0,30.0,936.0,1005.0,4.0,1029,1009.0,-20.0,75.0,63.0,29.0,130,0.0,0.0,0.0,0.0,0.0,0
20/8/2019,Delta Air Lines Inc.,DL,"Cleveland, OH","Atlanta, GA",1238,1232.0,-6.0,9.0,1241.0,1401.0,8.0,1429,1409.0,-20.0,111.0,97.0,80.0,554,0.0,0.0,0.0,0.0,0.0,0
1/7/2022,SkyWest Airlines Inc.,OO,"Denver, CO","Huntsville, AL",1725,1725.0,0.0,14.0,1739.0,2048.0,6.0,2115,2054.0,-21.0,170.0,149.0,129.0,1048,0.0,0.0,0.0,0.0,0.0,0
30/3/2019,Spirit Air Lines,NK,"Fort Myers, FL","Detroit, MI",1748,1750.0,2.0,10.0,1800.0,2029.0,9.0,2046,2038.0,-8.0,178.0,168.0,149.0,1084,0.0,0.0,0.0,0.0,0.0,0
15/1/2023,Southwest Airlines Co.,WN,"Chicago, IL","Austin, TX",1610,1610.0,0.0,7.0,1617.0,1834.0,6.0,1900,1840.0,-20.0,170.0,150.0,137.0,972,0.0,0.0,0.0,0.0,0.0,0
4/8/2021,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","Omaha, NE",708,723.0,15.0,19.0,742.0,903.0,5.0,857,908.0,11.0,109.0,105.0,81.0,583,0.0,0.0,0.0,0.0,0.0,0
30/10/2020,Delta Air Lines Inc.,DL,"Philadelphia, PA","Atlanta, GA",800,800.0,0.0,10.0,810.0,956.0,10.0,1008,1006.0,-2.0,128.0,126.0,106.0,666,0.0,0.0,0.0,0.0,0.0,0
21/1/2022,Southwest Airlines Co.,WN,"Orlando, FL","St. Louis, MO",1100,1114.0,14.0,14.0,1128.0,1229.0,3.0,1245,1232.0,-13.0,165.0,138.0,121.0,882,0.0,0.0,0.0,0.0,0.0,0
12/2/2020,Mesa Airlines Inc.,YV,"Knoxville, TN","Dallas/Fort Worth, TX",1408,1409.0,1.0,13.0,1422.0,1537.0,10.0,1539,1547.0,8.0,151.0,158.0,135.0,771,0.0,0.0,0.0,0.0,0.0,0
8/11/2019,Endeavor Air Inc.,9E,"New York, NY","Kansas City, MO",1445,1455.0,10.0,31.0,1526.0,1714.0,4.0,1717,1718.0,1.0,212.0,203.0,168.0,1107,0.0,0.0,0.0,0.0,0.0,0
11/9/2020,American Airlines Inc.,AA,"Dallas/Fort Worth, TX","Wichita, KS",2055,2046.0,-9.0,22.0,2108.0,2154.0,4.0,2212,2158.0,-14.0,77.0,72.0,46.0,328,0.0,0.0,0.0,0.0,0.0,0
21/3/2019,SkyWest Airlines Inc.,OO,"San Francisco, CA","Palm Springs, CA",2110,2107.0,-3.0,15.0,2122.0,2229.0,7.0,2245,2236.0,-9.0,95.0,89.0,67.0,421,0.0,0.0,0.0,0.0,0.0,0
27/5/2019,Endeavor Air Inc.,9E,"New York, NY","Raleigh/Durham, NC",1629,1624.0,-5.0,44.0,1708.0,1818.0,4.0,1825,1822.0,-3.0,116.0,118.0,70.0,431,0.0,0.0,0.0,0.0,0.0,0
10/7/2023,United Air Lines Inc.,UA,"Dallas/Fort Worth, TX","Houston, TX",710,708.0,-2.0,17.0,725.0,805.0,11.0,821,816.0,-5.0,71.0,68.0,40.0,224,0.0,0.0,0.0,0.0,0.0,0
15/5/2023,Endeavor Air Inc.,9E,"Rochester, NY","New York, NY",1001,956.0,-5.0,7.0,1003.0,1055.0,10.0,1119,1105.0,-14.0,78.0,69.0,52.0,254,0.0,0.0,0.0,0.0,0.0,0
8/11/2021,United Air Lines Inc.,UA,"New Orleans, LA","Newark, NJ",1200,1154.0,-6.0,8.0,1202.0,1539.0,7.0,1553,1546.0,-7.0,173.0,172.0,157.0,1167,0.0,0.0,0.0,0.0,0.0,0
16/5/2022,American Airlines Inc.,AA,"Austin, TX","Los Angeles, CA",1335,1336.0,1.0,11.0,1347.0,1430.0,4.0,1455,1434.0,-21.0,200.0,178.0,163.0,1242,0.0,0.0,0.0,0.0,0.0,0
28/4/2019,Frontier Airlines Inc.,F9,"St. Louis, MO","Denver, CO",1751,1740.0,-11.0,15.0,1755.0,1903.0,11.0,1922,1914.0,-8.0,151.0,154.0,128.0,770,0.0,0.0,0.0,0.0,0.0,0
10/10/2022,Southwest Airlines Co.,WN,"Miami, FL","Dallas, TX",705,705.0,0.0,10.0,715.0,852.0,10.0,910,902.0,-8.0,185.0,177.0,157.0,1109,0.0,0.0,0.0,0.0,0.0,0
13/6/2023,United Air Lines Inc.,UA,"Baltimore, MD","Denver, CO",1616,1609.0,-7.0,11.0,1620.0,1745.0,9.0,1808,1754.0,-14.0,232.0,225.0,205.0,1491,0.0,0.0,0.0,0.0,0.0,0
24/2/2019,Delta Air Lines Inc.,DL,"Minneapolis, MN","Baltimore, MD",2015,2028.0,13.0,20.0,2048.0,2337.0,7.0,2354,2344.0,-10.0,159.0,136.0,109.0,936,0.0,0.0,0.0,0.0,0.0,0
16/5/2021,Delta Air Lines Inc.,DL,"Las Vegas, NV","Atlanta, GA",710,707.0,-3.0,15.0,722.0,1348.0,8.0,1403,1356.0,-7.0,233.0,229.0,206.0,1747,0.0,0.0,0.0,0.0,0.0,0
20/1/2020,Republic Airline,YX,"Cleveland, OH","Boston, MA",1724,1723.0,-1.0,28.0,1751.0,1918.0,6.0,1919,1924.0,5.0,115.0,121.0,87.0,563,0.0,0.0,0.0,0.0,0.0,0
20/12/2019,United Air Lines Inc.,UA,"Sacramento, CA","Chicago, IL",2355,2353.0,-2.0,14.0,7.0,535.0,6.0,550,541.0,-9.0,235.0,228.0,208.0,1781,0.0,0.0,0.0,0.0,0.0,0
22/2/2023,Southwest Airlines Co.,WN,"San Jose, CA","San Diego, CA",630,625.0,-5.0,10.0,635.0,732.0,2.0,755,734.0,-21.0,85.0,69.0,57.0,417,0.0,0.0,0.0,0.0,0.0,0
10/10/2022,Republic Airline,YX,"New York, NY","Norfolk, VA",1729,1721.0,-8.0,24.0,1745.0,1841.0,3.0,1859,1844.0,-15.0,90.0,83.0,56.0,290,0.0,0.0,0.0,0.0,0.0,0
3/8/2022,Republic Airline,YX,"New York, NY","Norfolk, VA",1223,1215.0,-8.0,18.0,1233.0,1326.0,6.0,1348,1332.0,-16.0,85.0,77.0,53.0,290,0.0,0.0,0.0,0.0,0.0,0
14/8/2023,Hawaiian Airlines Inc.,HA,"Kona, HI","Lihue, HI",931,926.0,-5.0,8.0,934.0,1015.0,6.0,1025,1021.0,-4.0,54.0,55.0,41.0,263,0.0,0.0,0.0,0.0,0.0,0
28/8/2019,United Air Lines Inc.,UA,"San Francisco, CA","Denver, CO",1855,1854.0,-1.0,36.0,1930.0,2220.0,8.0,2218,2228.0,10.0,143.0,154.0,110.0,967,0.0,0.0,0.0,0.0,0.0,0
9/1/2019,Southwest Airlines Co.,WN,"St. Louis, MO","Baltimore, MD",845,840.0,-5.0,8.0,848.0,1123.0,4.0,1140,1127.0,-13.0,115.0,107.0,95.0,738,0.0,0.0,0.0,0.0,0.0,0
7/5/2022,Alaska Airlines Inc.,AS,"Anchorage, AK","Seattle, WA",1155,1150.0,-5.0,10.0,1200.0,1559.0,15.0,1620,1614.0,-6.0,205.0,204.0,179.0,1448,0.0,0.0,0.0,0.0,0.0,0
18/7/2019,United Air Lines Inc.,UA,"Miami, FL","Houston, TX",1455,1450.0,-5.0,15.0,1505.0,1612.0,5.0,1649,1617.0,-32.0,174.0,147.0,127.0,964,0.0,0.0,0.0,0.0,0.0,0
17/2/2021,JetBlue Airways,B6,"Newark, NJ","Los Angeles, CA",800,751.0,-9.0,16.0,807.0,1044.0,6.0,1131,1050.0,-41.0,391.0,359.0,337.0,2454,0.0,0.0,0.0,0.0,0.0,0
14/8/2022,SkyWest Airlines Inc.,OO,"Denver, CO","Gillette, WY",2104,2102.0,-2.0,14.0,2116.0,2207.0,5.0,2222,2212.0,-10.0,78.0,70.0,51.0,313,0.0,0.0,0.0,0.0,0.0,0
29/7/2022,Delta Air Lines Inc.,DL,"Los Angeles, CA","Houston, TX",1800,1753.0,-7.0,15.0,1808.0,2306.0,11.0,2322,2317.0,-5.0,202.0,204.0,178.0,1379,0.0,0.0,0.0,0.0,0.0,0
3/11/2021,American Airlines Inc.,AA,"Palm Springs, CA","Chicago, IL",830,818.0,-12.0,15.0,833.0,1402.0,17.0,1421,1419.0,-2.0,231.0,241.0,209.0,1652,0.0,0.0,0.0,0.0,0.0,0
29/3/2021,Southwest Airlines Co.,WN,"Fort Myers, FL","Atlanta, GA",1610,1611.0,1.0,13.0,1624.0,1743.0,6.0,1805,1749.0,-16.0,115.0,98.0,79.0,515,0.0,0.0,0.0,0.0,0.0,0
6/12/2021,Southwest Airlines Co.,WN,"San Jose, CA","Reno, NV",900,856.0,-4.0,12.0,908.0,945.0,4.0,1000,949.0,-11.0,60.0,53.0,37.0,188,0.0,0.0,0.0,0.0,0.0,0
21/1/2021,Southwest Airlines Co.,WN,"Las Vegas, NV","San Jose, CA",1125,1120.0,-5.0,11.0,1131.0,1236.0,2.0,1255,1238.0,-17.0,90.0,78.0,65.0,386,0.0,0.0,0.0,0.0,0.0,0
27/1/2021,SkyWest Airlines Inc.,OO,"Nashville, TN","Minneapolis, MN",1500,1457.0,-3.0,14.0,1511.0,1655.0,7.0,1722,1702.0,-20.0,142.0,125.0,104.0,695,0.0,0.0,0.0,0.0,0.0,0
10/2/2021,Delta Air Lines Inc.,DL,"Miami, FL","Atlanta, GA",1918,1912.0,-6.0,14.0,1926.0,2053.0,7.0,2115,2100.0,-15.0,117.0,108.0,87.0,594,0.0,0.0,0.0,0.0,0.0,0
16/7/2019,Spirit Air Lines,NK,"Seattle, WA","Las Vegas, NV",2010,2010.0,0.0,15.0,2025.0,2213.0,20.0,2239,2233.0,-6.0,149.0,143.0,108.0,867,0.0,0.0,0.0,0.0,0.0,0
21/3/2021,Mesa Airlines Inc.,YV,"Indianapolis, IN","Fort Myers, FL",925,920.0,-5.0,14.0,934.0,1135.0,12.0,1154,1147.0,-7.0,149.0,147.0,121.0,945,0.0,0.0,0.0,0.0,0.0,0
3/10/2021,Southwest Airlines Co.,WN,"Baltimore, MD","Tampa, FL",645,641.0,-4.0,10.0,651.0,841.0,4.0,910,845.0,-25.0,145.0,124.0,110.0,842,0.0,0.0,0.0,0.0,0.0,0
10/12/2021,Southwest Airlines Co.,WN,"New Orleans, LA","Tampa, FL",1750,1812.0,22.0,9.0,1821.0,2029.0,4.0,2020,2033.0,13.0,90.0,81.0,68.0,488,0.0,0.0,0.0,0.0,0.0,0
10/4/2019,Delta Air Lines Inc.,DL,"Atlanta, GA","Cincinnati, OH",1051,1051.0,0.0,9.0,1100.0,1200.0,6.0,1215,1206.0,-9.0,84.0,75.0,60.0,373,0.0,0.0,0.0,0.0,0.0,0
31/3/2020,Southwest Airlines Co.,WN,"Spokane, WA","San Diego, CA",1320,1316.0,-4.0,14.0,1330.0,1551.0,2.0,1600,1553.0,-7.0,160.0,157.0,141.0,1027,0.0,0.0,0.0,0.0,0.0,0
